year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,SolutionExplain
p3,11,ค่าเบส (Basis) ของสัญญาฟิวเจอร์สของตราสารทางการเงินเมื่อถึงวันครบกำหนดอายุของสัญญามีค่าเท่าใด,1. มีค่าเป็นบวก 2. มีค่าเป็นลบ 3. มีค่าเท่ากับศูนย์ 4. มีค่าเท่ากับราคาสินค้าอ้างอิง,3,TRUE,TRUE,TRUE,Basis = F - S เนื่องจากการบรรจบของราคาระหว่างราคาสัญญาฟิวเจอร์สและราคาปัจจุบันเมื่อถึงวันครบกำหนดอายุของสัญญาฟิวเจอร์ส ดังนั้นค่าเบซิสจึงมีค่าเท่ากับศูนย์เมื่อถึงวันครบกำหนดอายุของสัญญาฟิวเจอร์ส
p3,12,ตัวเลือกใดต่อไปนี้ถูกต้องเกี่ยวกับเบสของสัญญาฟิวเจอร์ส,1. เบส คือ ผลรวมของราคาสัญญาฟิวเจอร์ส กับราคาสินทรัพย์อ้างอิง (Spot price) จะทำให้เบสกว้างขึ้น 2. หากราคาสัญญาฟิวเจอร์สเพิ่มขึ้นมากกว่าราคาสินทรัพย์อ้างอิง (Spot price) จะทำให้เบสกว้างขึ้น 3. หากอัตราจ่ายเงินปันผลเพิ่มขึ้นในขณะที่ปัจจัยอื่นคงที่ จะทำให้เบสของสัญญาฟิวเจอร์สหุ้นสามัญกว้างขึ้น 4. หากต้นทุนค่าขนส่งและค่าเก็บรักษาลดลง โดยปัจจัยอื่นคงที่ จะทำให้เบสของสัญญาฟิวเจอร์สินค้าเกษตรกว้างขึ้น,2,TRUE,TRUE,TRUE,"ตัวเลือก 1 ผิด เบซิสคือผลต่างระหว่างราคาสัญญาฟิวเจอร์สกับราคาสินทรัพย์อ้างอิง (Spot price) หรือ Basis = F - S ตัวเลือก 2 ถูก หากราคาสัญญาฟิวเจอร์ส F เพิ่มขึ้นมากกว่าราคาสินทรัพย์อ้างอิง S, จะทำให้ผลต่างระหว่างราคาฟิวเจอร์สกับราคาสินทรัพย์อ้างอิงเพิ่มขึ้น ส่งผลให้เบซิสกว้างขึ้น ตัวเลือก 3 ผิด หากอัตราจ่ายเงินปันผล (Y) เพิ่มขึ้นในขณะที่ปัจจัยอื่นคงที่ ราคาสัญญาฟิวเจอร์สจะลดลง F = S + C - Y ส่งผลทำให้เบซิสของสัญญาฟิวเจอร์สหุ้นสามัญแคบลง ตัวเลือก 4 ผิด หากค่าขนส่งและค่าเก็บรักษา (C) ลดลงในขณะที่ปัจจัยอื่นคงที่ ราคาสัญญาฟิวเจอร์สจะลดลง F = S + C - V ส่งผลทำให้เบซิสของสัญญาฟิวเจอร์สสินค้าเกษตรแคบลง"
p3,13,ตัวเลือกใดต่อไปนี้ถูกต้องเกี่ยวกับสเปรดของสัญญาฟิวเจอร์ส,1. Calendar Spread คือ ผลรวมของราคาสัญญาฟิวเจอร์ส 2 สัญญา ที่มีสินค้าอ้างอิงประเภทเดียวกัน แต่แตกต่างที่วันหมดอายุ 2. Bull Spread จะใช้เมื่อคาดการณ์ว่าราคาสัญญาฟิวเจอร์สเดือนส่งมอบใกล้จะมีราคาสูงขึ้น โดยเปรียบเทียบกับเดือนส่งมอบไกล 3. การสร้างสเปรดจะต้องมีสถานะบนสัญญาฟิวเจอร์สอย่างน้อย 2 สถานะ โดยสถานะซื้อสัญญาฟิวเจอร์สหนึ่งพร้อมกับสถานะขายสัญญาฟิวเจอร์สอีกสัญญาหนึ่ง 4. ถูกทุกตัวเลือก,3,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด Calendar Spread คือผลต่างระหว่างราคาสัญญาฟิวเจอร์ส 2 สัญญาที่มีสินค้าอ้างอิงประเภทเดียวกันแต่แตกต่างที่วันหมดอายุ Spread = F2 - F1 ตัวเลือก 2 ผิด Bull Spread คือสเปรดขาขึ้น จะใช้เมื่อคาดการณ์ราคาฟิวเจอร์สเดือนส่งมอบไกลจะมีราคาสูงขึ้นโดยเปรียบเทียบกับเดือนส่งมอบใกล้ ตัวเลือก 3 ถูก การสร้างสเปรดจะต้องมีสถานะบนสัญญาฟิวเจอร์สอย่างน้อย 2 สถานะ โดยสถานะซื้อสัญญาฟิวเจอร์สหนึ่งพร้อมกับสถานะขายสัญญาฟิวเจอร์สอีกสัญญาหนึ่ง
p3,14,ตัวเลือกใดต่อไปนี้ถูกต้องเกี่ยวกับการประยุกต์ใช้สัญญาฟิวเจอร์ส,1. การสร้างผลกำไรจากทิศทางตลาด (Directional Bet) เป็นการใช้สัญญาฟิวเจอร์สเพื่อการตัวความเสี่ยง (Hedging) 2. การสร้างผลกำไรจากการเปิดสถานะบนสเปรด (Spread) เป็นการใช้สัญญาฟิวเจอร์สเพื่อการเก็งกำไร (Speculation) 3. การสร้างผลกำไรโดยปราศจากความเสี่ยง เป็นการใช้สัญญาฟิวเจอร์สเพื่อการตัวความเสี่ยง (Hedging) 4. ถูกทุกตัวเลือก,2,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด การสร้างผลกำไรจากทิศทางตลาด (Directional Bet) เป็นการใช้สัญญาฟิวเจอร์สเพื่อการเก็งกำไร (Speculation) ตัวเลือก 2 ถูก การสร้างผลกำไรจากการเปิดสถานะบนสเปรด (Spread) เป็นการใช้สัญญาฟิวเจอร์สเพื่อการเก็งกำไร (Speculation) ตัวเลือก 3 ผิด การสร้างผลกำไรโดยปราศจากความเสี่ยง เป็นการใช้สัญญาฟิวเจอร์สเพื่อการลงทุนแบบอาร์บิทราจ (Arbitrage)
p3,15,ตัวเลือกใดต่อไปนี้ถูกต้องเกี่ยวกับการใช้สัญญาฟิวเจอร์สเพื่อตัวความเสี่ยงจากการลงทุน,1. วัตถุประสงค์หลักในการถวความเสี่ยงคือเพื่อให้ได้ผลตอบแทนที่สูงสุด 2. นักลงทุนที่ซื้อหุ้นสามัญและมีความกังวลว่าราคาจะปรับลดลง จะตัวความเสี่ยงด้วยการ Short Single Stock Futures 3. เป็นเครื่องวัดความเสี่ยงที่เป็นไม่เป็นระบบ 4. Partial hedge คือ การกำจัดความเสี่ยงเฉพาะความเสี่ยงด้วยการผิดนัดการชำระราคาและส่งมอบ,2,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด วัตถุประสงค์หลักในการบริหารความเสี่ยงคือเพื่อบริหารความเสี่ยงให้อยู่ในระดับที่ยอมรับได้ ตัวเลือก 2 ถูก นักลงทุนที่ซื้อหุ้นสามัญและมีความกังวลว่าราคาจะปรับลดลง จะบริหารความเสี่ยงโดยการ Short Single Stock Futures ซึ่งจะทำให้เกิดการหักล้างของราคา Spot กับราคาฟิวเจอร์สทำให้ความเสี่ยงโดยรวมลดลง ตัวเลือก 3 ผิด Beta เป็นเครื่องมือวัดความเสี่ยงที่เป็นระบบ ตัวเลือก 4 ผิด Partial hedge คือการกำจัดความเสี่ยงของราคาต้นทุน โดยรักษาสถานะการ Hedge เพียงบางส่วนของมูลค่าหลักทรัพย์ทั้งหมด
p3,16,ตัวเลือกใดต่อไปนี้ถูกต้องเกี่ยวกับการใช้สัญญาฟิวเจอร์สเพื่อเก็งกำไร,1. หากคาดการณ์ว่าราคาทองคำ จะลดลงในอนาคต นักลงทุนจะเก็งกำไรโดยการ Long Gold Futures 2. หากเบสสหมีแนวโน้มกว้างขึ้นต่อเนื่อง นักลงทุนจะเก็งกำไรโดยการซื้อสัญญาฟิวเจอร์สเตือนไกล พร้อมกับขายสัญญาฟิวเจอร์สเตือนใกล้ 3. การลงทุน สเปรต และ เบสส จะมุ่งเน้นเก็งกำไรทิศทางราคา (Directional Bet) เป็นสำคัญ 4. หากคาดการณ์ว่า ราคาหุ้นสามัญ จะปรับตัวขึ้นต่อเนื่อง นักลงทุนจะเก็งกำไรโดยการ Long Gold Futures,2,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด หากคาดการณ์ว่าราคาทองคำจะลดลง นักลงทุนควรเก็งกำไรโดยการShort Gold Futures ตัวเลือก 2 ถูก หากเบซิสมีแนวโน้มกว้างขึ้นต่อเนื่อง นักลงทุนควรเก็งกำไรโดยการซื้อสัญญาฟิวเจอร์สเดือนไกลพร้อมขายสัญญาฟิวเจอร์สเดือนใกล้ โดยนักลงทุนจะได้กำไรจากการปรับตัวสูงขึ้นของสัญญาฟิวเจอร์สเดือนไกลที่ปรับตัวสูงขึ้นกว่าการปรับตัวสูงขึ้นของสัญญาฟิวเจอร์สเดือนใกล้ ตัวเลือก 3 ผิด การลงทุนในสเปรดและเบซิสจะไม่สนใจทิศทางราคา แต่สนใจการเปลี่ยนแปลงที่ไม่เท่ากันของแต่ละตลาดและ/หรือเดือนส่งมอบที่ต่างกัน ตัวเลือก 4 ผิด หากคาดการณ์ราคาหุ้นสามัญจะปรับตัวขึ้นต่อเนื่อง นักลงทุนควรเก็งกำไรโดยการLong Stock Futures ไม่ใช่ Long Gold Futures
p3,17,ตัวเลือกใดต่อไปนี้ถูกต้องเกี่ยวกับสัญญาออปชั่น,1. คอลออปชัน เป็นสัญญาที่ให้สิทธิแก่ผู้ถือใน การซื้อสินค้าอ้างอิง ณราคาตลาด 2. พุทออปชัน เป็นสัญญาที่ให้สิทธิแก่ผู้ถือในการซื้อสินค้าอ้างอิง ณราคาใช้สิทธิ 3. ผู้ซื้อพุทออปชัน ต้องเสียค่าพรีเมียมให้ผู้ขาย คอลออปชั่น 4. ผู้ซื้อคอลออปชันต้องเสียค่าพรีเมียมให้ผู้ขาย คอลออปชั่น,4,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด คอลออปชัน เป็นสัญญาที่ให้สิทธิแก่ผู้ถือในการซื้อสินค้าอ้างอิง ณ ราคาใช้สิทธิ ตัวเลือก 2 ผิด พุทออปชัน เป็นสัญญาที่ให้สิทธิแก่ผู้ถือในการขายสินค้าอ้างอิง ณ ราคาใช้สิทธิ ตัวเลือก 3 ผิด ผู้ซื้อพุทออปชันต้องเสียค่าพรีเมียมให้ผู้ขายพุทออปชัน ตัวเลือก 4 ถูก ผู้ซื้อคอลออปชันต้องเสียค่าพรีเมียมให้ผู้ขายคอลออปชัน
p3,18,ตัวเลือกใดถูกต้องเกี่ยวกับสัญญาออปชันหากราคาสินทรัพย์อ้างอิง (Spot) สูงกว่าราคาใช้สิทธิ (Exercise price),1. ผู้ซื้อคอลออปชัน อยู่ในสถานะได้ ประโยชน์ 2. ผู้ซื้อพุทออปชัน อยู่ในสถานะได้ประโยชน์ 3. ผู้ซื้อพุทออปชั่น จะมี Intrinsic Value มากกว่าศูนย์ 4. ผู้ซื้อคอลออปชัน จะมี Intrinsic Value เท่ากับศูนย์,1,TRUE,TRUE,TRUE,ตัวเลือก 1 ถูก คอลออปชันอยู่ในสถานะได้ประโยชน์ เนื่องจากราคาสินทรัพย์สูงกว่าราคาใช้สิทธิ ตัวเลือก 2 ผิด พุทออปชันอยู่ในสถานะเสียประโยชน์ เนื่องจากราคาสินทรัพย์สูงกว่าราคาใช้สิทธิ ตัวเลือก 3 ผิด ผู้ซื้อพุทออปชันอาจมี Intrinsic Value เท่ากับศูนย์หากราคาสินทรัพย์อยู่เหนือราคาใช้สิทธิ ตัวเลือก 4 ผิด ผู้ซื้อคอลออปชันมี Intrinsic Valueมากกว่าศูนย์หากราคาสินทรัพย์สูงกว่าราคาใช้สิทธิ
p3,19,ปัจจัยใดมีผลทำให้ราคาคอลออปชันบนหุ้นสามัญ ปรับตัวเพิ่มขึ้นหากกำหนดให้ปัจจัยอื่นคงที่,1. ราคาหุ้นสามัญลดลง 2. อายุคงเหลือของสัญญาออปชัน ลดลง 3. ความผันผวนของราคาหุ้นสามัญ ลดลง 4. อัตราการจ่ายเงินปันผล ลดลง,4,TRUE,TRUE,TRUE,ตัวเลือก 1 ผิด ราคาหุ้นสามัญมีความสัมพันธ์เชิงบวกกับราคาคอลออปชัน ราคาหุ้นสามัญที่ลดลง ทำให้ราคาคอลออปชันลดลง ตัวเลือก 2 ผิด อายุคงเหลือของสัญญาออปชันมีความสัมพันธ์เชิงบวกกับราคาคอลออปชัน อายุคงเหลือลดลง ทำให้ราคาคอลออปชันลดลง ตัวเลือก 3 ผิด ความผันผวนของราคาหุ้นสามัญมีความสัมพันธ์เชิงบวกกับราคาคอลออปชัน ความผันผวนลดลง ทำให้ราคาคอลออปชันลดลง ตัวเลือก 4 ถูก อัตราการจ่ายเงินปันผลมีความสัมพันธ์เชิงลบกับราคาคอลออปชัน ดังนั้นอัตราการจ่ายเงินปันผลลดลง ทำให้ราคาคอลออปชันเพิ่มขึ้น
p3,20,ปัจจัยตามตัวเลือกใด ไม่เกี่ยวข้องกับการคิดมูลค่าของออปชั่น,1. ราคาใช้สิทธิ 2. ความผันผวนของราคาสินทรัพย์อ้างอิง 3. ระยะเวลาใช้สิทธิ 4. ระดับการยอมรับความเสี่ยงของผู้ลงทุน,4,TRUE,TRUE,TRUE,ระดับการยอมรับความเสี่ยงของผู้ลงทุนไม่เกี่ยวข้องกับมูลค่าของออปชัน
